AR	ind	sample_id	region	sex	median_cov	normalized_cov
RPS4Y1	ERR1019058	S_Makrani-1	SouthAsia	XY	21	1.10526315789474
ZFY	ERR1019058	S_Makrani-1	SouthAsia	XY	21	1.10526315789474
AMELY	ERR1019058	S_Makrani-1	SouthAsia	XY	20	1.05263157894737
TBL1Y	ERR1019058	S_Makrani-1	SouthAsia	XY	19	1
PRKY	ERR1019058	S_Makrani-1	SouthAsia	XY	18	0.947368421052632
USP9Y	ERR1019058	S_Makrani-1	SouthAsia	XY	21	1.10526315789474
DBY	ERR1019058	S_Makrani-1	SouthAsia	XY	21	1.10526315789474
UTY	ERR1019058	S_Makrani-1	SouthAsia	XY	21	1.10526315789474
TMSB4Y	ERR1019058	S_Makrani-1	SouthAsia	XY	21	1.10526315789474
NLGN4Y	ERR1019058	S_Makrani-1	SouthAsia	XY	20	1.05263157894737
TXLNGY	ERR1019058	S_Makrani-1	SouthAsia	XY	20	1.05263157894737
KDM5D	ERR1019058	S_Makrani-1	SouthAsia	XY	20	1.05263157894737
EIF1AY	ERR1019058	S_Makrani-1	SouthAsia	XY	20	1.05263157894737
RPS4Y2	ERR1019058	S_Makrani-1	SouthAsia	XY	20	1.05263157894737
TSPY	ERR1019058	S_Makrani-1	SouthAsia	XY	536	28.2105263157895
VCY	ERR1019058	S_Makrani-1	SouthAsia	XY	26	1.36842105263158
XKRY	ERR1019058	S_Makrani-1	SouthAsia	XY	38	2
CDY	ERR1019058	S_Makrani-1	SouthAsia	XY	83	4.36842105263158
HSFY	ERR1019058	S_Makrani-1	SouthAsia	XY	39	2.05263157894737
RBMY1A1	ERR1019058	S_Makrani-1	SouthAsia	XY	163	8.57894736842105
PRY	ERR1019058	S_Makrani-1	SouthAsia	XY	86	4.52631578947368
BPY2	ERR1019058	S_Makrani-1	SouthAsia	XY	116	6.10526315789474
DAZ	ERR1019058	S_Makrani-1	SouthAsia	XY	112	5.89473684210526
chrY.background	ERR1019058	S_Makrani-1	SouthAsia	XY	19	1
TGIF2LY	ERR1019062	S_Orcadian-1	WestEurasia	XY	8	0.444444444444444
PCDH11Y	ERR1019062	S_Orcadian-1	WestEurasia	XY	9	0.5
SRY	ERR1019062	S_Orcadian-1	WestEurasia	XY	20	1.11111111111111
RPS4Y1	ERR1019062	S_Orcadian-1	WestEurasia	XY	19	1.05555555555556
ZFY	ERR1019062	S_Orcadian-1	WestEurasia	XY	20	1.11111111111111
AMELY	ERR1019062	S_Orcadian-1	WestEurasia	XY	19	1.05555555555556
TBL1Y	ERR1019062	S_Orcadian-1	WestEurasia	XY	18	1
PRKY	ERR1019062	S_Orcadian-1	WestEurasia	XY	17	0.944444444444444
USP9Y	ERR1019062	S_Orcadian-1	WestEurasia	XY	20	1.11111111111111
DBY	ERR1019062	S_Orcadian-1	WestEurasia	XY	20	1.11111111111111
UTY	ERR1019062	S_Orcadian-1	WestEurasia	XY	20	1.11111111111111
TMSB4Y	ERR1019062	S_Orcadian-1	WestEurasia	XY	18	1
NLGN4Y	ERR1019062	S_Orcadian-1	WestEurasia	XY	19	1.05555555555556
TXLNGY	ERR1019062	S_Orcadian-1	WestEurasia	XY	19	1.05555555555556
KDM5D	ERR1019062	S_Orcadian-1	WestEurasia	XY	19	1.05555555555556
EIF1AY	ERR1019062	S_Orcadian-1	WestEurasia	XY	20	1.11111111111111
RPS4Y2	ERR1019062	S_Orcadian-1	WestEurasia	XY	18	1
TSPY	ERR1019062	S_Orcadian-1	WestEurasia	XY	427	23.7222222222222
VCY	ERR1019062	S_Orcadian-1	WestEurasia	XY	22	1.22222222222222
XKRY	ERR1019062	S_Orcadian-1	WestEurasia	XY	38	2.11111111111111
CDY	ERR1019062	S_Orcadian-1	WestEurasia	XY	58	3.22222222222222
HSFY	ERR1019062	S_Orcadian-1	WestEurasia	XY	37	2.05555555555556
RBMY1A1	ERR1019062	S_Orcadian-1	WestEurasia	XY	147	8.16666666666667
PRY	ERR1019062	S_Orcadian-1	WestEurasia	XY	64	3.55555555555556
BPY2	ERR1019062	S_Orcadian-1	WestEurasia	XY	55	3.05555555555556
DAZ	ERR1019062	S_Orcadian-1	WestEurasia	XY	73	4.05555555555556
chrY.background	ERR1019062	S_Orcadian-1	WestEurasia	XY	18	1
TGIF2LY	ERR1019064	S_Pathan-1	SouthAsia	XY	7	0.388888888888889
PCDH11Y	ERR1019064	S_Pathan-1	SouthAsia	XY	9	0.5
SRY	ERR1019064	S_Pathan-1	SouthAsia	XY	18	1
RPS4Y1	ERR1019064	S_Pathan-1	SouthAsia	XY	18	1
ZFY	ERR1019064	S_Pathan-1	SouthAsia	XY	18	1
AMELY	ERR1019064	S_Pathan-1	SouthAsia	XY	18	1
TBL1Y	ERR1019064	S_Pathan-1	SouthAsia	XY	17	0.944444444444444
PRKY	ERR1019064	S_Pathan-1	SouthAsia	XY	15	0.833333333333333
USP9Y	ERR1019064	S_Pathan-1	SouthAsia	XY	19	1.05555555555556
DBY	ERR1019064	S_Pathan-1	SouthAsia	XY	18	1
UTY	ERR1019064	S_Pathan-1	SouthAsia	XY	19	1.05555555555556
TMSB4Y	ERR1019064	S_Pathan-1	SouthAsia	XY	15	0.833333333333333
NLGN4Y	ERR1019064	S_Pathan-1	SouthAsia	XY	18	1
TXLNGY	ERR1019064	S_Pathan-1	SouthAsia	XY	18	1
KDM5D	ERR1019064	S_Pathan-1	SouthAsia	XY	19	1.05555555555556
EIF1AY	ERR1019064	S_Pathan-1	SouthAsia	XY	18	1
RPS4Y2	ERR1019064	S_Pathan-1	SouthAsia	XY	17	0.944444444444444
TSPY	ERR1019064	S_Pathan-1	SouthAsia	XY	392	21.7777777777778
VCY	ERR1019064	S_Pathan-1	SouthAsia	XY	20	1.11111111111111
XKRY	ERR1019064	S_Pathan-1	SouthAsia	XY	35	1.94444444444444
CDY	ERR1019064	S_Pathan-1	SouthAsia	XY	57	3.16666666666667
HSFY	ERR1019064	S_Pathan-1	SouthAsia	XY	37	2.05555555555556
RBMY1A1	ERR1019064	S_Pathan-1	SouthAsia	XY	160	8.88888888888889
PRY	ERR1019064	S_Pathan-1	SouthAsia	XY	64	3.55555555555556
BPY2	ERR1019064	S_Pathan-1	SouthAsia	XY	54	3
DAZ	ERR1019064	S_Pathan-1	SouthAsia	XY	69	3.83333333333333
chrY.background	ERR1019064	S_Pathan-1	SouthAsia	XY	18	1
TGIF2LY	ERR1019068	S_Sardinian-1	WestEurasia	XY	7	0.4375
PCDH11Y	ERR1019068	S_Sardinian-1	WestEurasia	XY	8	0.5
SRY	ERR1019068	S_Sardinian-1	WestEurasia	XY	17	1.0625
RPS4Y1	ERR1019068	S_Sardinian-1	WestEurasia	XY	16	1
ZFY	ERR1019068	S_Sardinian-1	WestEurasia	XY	17	1.0625
AMELY	ERR1019068	S_Sardinian-1	WestEurasia	XY	15	0.9375
TBL1Y	ERR1019068	S_Sardinian-1	WestEurasia	XY	15	0.9375
PRKY	ERR1019068	S_Sardinian-1	WestEurasia	XY	14	0.875
USP9Y	ERR1019068	S_Sardinian-1	WestEurasia	XY	17	1.0625
DBY	ERR1019068	S_Sardinian-1	WestEurasia	XY	17	1.0625
UTY	ERR1019068	S_Sardinian-1	WestEurasia	XY	17	1.0625
TMSB4Y	ERR1019068	S_Sardinian-1	WestEurasia	XY	16	1
NLGN4Y	ERR1019068	S_Sardinian-1	WestEurasia	XY	16	1
TXLNGY	ERR1019068	S_Sardinian-1	WestEurasia	XY	17	1.0625
KDM5D	ERR1019068	S_Sardinian-1	WestEurasia	XY	16	1
EIF1AY	ERR1019068	S_Sardinian-1	WestEurasia	XY	17	1.0625
RPS4Y2	ERR1019068	S_Sardinian-1	WestEurasia	XY	16	1
TSPY	ERR1019068	S_Sardinian-1	WestEurasia	XY	518	32.375
VCY	ERR1019068	S_Sardinian-1	WestEurasia	XY	21	1.3125
XKRY	ERR1019068	S_Sardinian-1	WestEurasia	XY	33	2.0625
CDY	ERR1019068	S_Sardinian-1	WestEurasia	XY	52	3.25
HSFY	ERR1019068	S_Sardinian-1	WestEurasia	XY	33	2.0625
RBMY1A1	ERR1019068	S_Sardinian-1	WestEurasia	XY	103	6.4375
PRY	ERR1019068	S_Sardinian-1	WestEurasia	XY	57	3.5625
BPY2	ERR1019068	S_Sardinian-1	WestEurasia	XY	49	3.0625
DAZ	ERR1019068	S_Sardinian-1	WestEurasia	XY	61	3.8125
chrY.background	ERR1019068	S_Sardinian-1	WestEurasia	XY	16	1
TGIF2LY	ERR1019075	S_Ju_hoan_North-2	Africa	XY	6	0.428571428571429
PCDH11Y	ERR1019075	S_Ju_hoan_North-2	Africa	XY	7	0.5
SRY	ERR1019075	S_Ju_hoan_North-2	Africa	XY	13	0.928571428571429
RPS4Y1	ERR1019075	S_Ju_hoan_North-2	Africa	XY	14	1
ZFY	ERR1019075	S_Ju_hoan_North-2	Africa	XY	15	1.07142857142857
AMELY	ERR1019075	S_Ju_hoan_North-2	Africa	XY	14	1
TBL1Y	ERR1019075	S_Ju_hoan_North-2	Africa	XY	14	1
PRKY	ERR1019075	S_Ju_hoan_North-2	Africa	XY	13	0.928571428571429
USP9Y	ERR1019075	S_Ju_hoan_North-2	Africa	XY	15	1.07142857142857
DBY	ERR1019075	S_Ju_hoan_North-2	Africa	XY	15	1.07142857142857
UTY	ERR1019075	S_Ju_hoan_North-2	Africa	XY	15	1.07142857142857
TMSB4Y	ERR1019075	S_Ju_hoan_North-2	Africa	XY	12	0.857142857142857
NLGN4Y	ERR1019075	S_Ju_hoan_North-2	Africa	XY	15	1.07142857142857
TXLNGY	ERR1019075	S_Ju_hoan_North-2	Africa	XY	15	1.07142857142857
KDM5D	ERR1019075	S_Ju_hoan_North-2	Africa	XY	14	1
EIF1AY	ERR1019075	S_Ju_hoan_North-2	Africa	XY	14	1
RPS4Y2	ERR1019075	S_Ju_hoan_North-2	Africa	XY	13	0.928571428571429
TSPY	ERR1019075	S_Ju_hoan_North-2	Africa	XY	398	28.4285714285714
VCY	ERR1019075	S_Ju_hoan_North-2	Africa	XY	15	1.07142857142857
XKRY	ERR1019075	S_Ju_hoan_North-2	Africa	XY	29	2.07142857142857
CDY	ERR1019075	S_Ju_hoan_North-2	Africa	XY	60	4.28571428571429
HSFY	ERR1019075	S_Ju_hoan_North-2	Africa	XY	28	2
RBMY1A1	ERR1019075	S_Ju_hoan_North-2	Africa	XY	121	8.64285714285714
PRY	ERR1019075	S_Ju_hoan_North-2	Africa	XY	63	4.5
BPY2	ERR1019075	S_Ju_hoan_North-2	Africa	XY	57	4.07142857142857
DAZ	ERR1019075	S_Ju_hoan_North-2	Africa	XY	85	6.07142857142857
chrY.background	ERR1019075	S_Ju_hoan_North-2	Africa	XY	14	1
TGIF2LY	ERR1019076	S_Ju_hoan_North-3	Africa	XY	7	0.466666666666667
PCDH11Y	ERR1019076	S_Ju_hoan_North-3	Africa	XY	8	0.533333333333333
SRY	ERR1019076	S_Ju_hoan_North-3	Africa	XY	16	1.06666666666667
RPS4Y1	ERR1019076	S_Ju_hoan_North-3	Africa	XY	16	1.06666666666667
ZFY	ERR1019076	S_Ju_hoan_North-3	Africa	XY	16	1.06666666666667
AMELY	ERR1019076	S_Ju_hoan_North-3	Africa	XY	15	1
TBL1Y	ERR1019076	S_Ju_hoan_North-3	Africa	XY	15	1
PRKY	ERR1019076	S_Ju_hoan_North-3	Africa	XY	13	0.866666666666667
USP9Y	ERR1019076	S_Ju_hoan_North-3	Africa	XY	16	1.06666666666667
DBY	ERR1019076	S_Ju_hoan_North-3	Africa	XY	16	1.06666666666667
UTY	ERR1019076	S_Ju_hoan_North-3	Africa	XY	16	1.06666666666667
TMSB4Y	ERR1019076	S_Ju_hoan_North-3	Africa	XY	15	1
NLGN4Y	ERR1019076	S_Ju_hoan_North-3	Africa	XY	15	1
TXLNGY	ERR1019076	S_Ju_hoan_North-3	Africa	XY	16	1.06666666666667
KDM5D	ERR1019076	S_Ju_hoan_North-3	Africa	XY	16	1.06666666666667
EIF1AY	ERR1019076	S_Ju_hoan_North-3	Africa	XY	15	1
RPS4Y2	ERR1019076	S_Ju_hoan_North-3	Africa	XY	15	1
TSPY	ERR1019076	S_Ju_hoan_North-3	Africa	XY	382	25.4666666666667
VCY	ERR1019076	S_Ju_hoan_North-3	Africa	XY	17	1.13333333333333
XKRY	ERR1019076	S_Ju_hoan_North-3	Africa	XY	34	2.26666666666667
CDY	ERR1019076	S_Ju_hoan_North-3	Africa	XY	50	3.33333333333333
HSFY	ERR1019076	S_Ju_hoan_North-3	Africa	XY	32	2.13333333333333
RBMY1A1	ERR1019076	S_Ju_hoan_North-3	Africa	XY	123	8.2
PRY	ERR1019076	S_Ju_hoan_North-3	Africa	XY	54	3.6
BPY2	ERR1019076	S_Ju_hoan_North-3	Africa	XY	47	3.13333333333333
DAZ	ERR1019076	S_Ju_hoan_North-3	Africa	XY	61	4.06666666666667
chrY.background	ERR1019076	S_Ju_hoan_North-3	Africa	XY	15	1
TGIF2LY	ERR1019078	S_Mbuti-3	Africa	XY	8	0.470588235294118
PCDH11Y	ERR1019078	S_Mbuti-3	Africa	XY	9	0.529411764705882
SRY	ERR1019078	S_Mbuti-3	Africa	XY	17	1
RPS4Y1	ERR1019078	S_Mbuti-3	Africa	XY	17	1
ZFY	ERR1019078	S_Mbuti-3	Africa	XY	17	1
AMELY	ERR1019078	S_Mbuti-3	Africa	XY	16	0.941176470588235
TBL1Y	ERR1019078	S_Mbuti-3	Africa	XY	16	0.941176470588235
PRKY	ERR1019078	S_Mbuti-3	Africa	XY	15	0.882352941176471
USP9Y	ERR1019078	S_Mbuti-3	Africa	XY	18	1.05882352941176
DBY	ERR1019078	S_Mbuti-3	Africa	XY	18	1.05882352941176
UTY	ERR1019078	S_Mbuti-3	Africa	XY	18	1.05882352941176
TMSB4Y	ERR1019078	S_Mbuti-3	Africa	XY	16	0.941176470588235
NLGN4Y	ERR1019078	S_Mbuti-3	Africa	XY	17	1
TXLNGY	ERR1019078	S_Mbuti-3	Africa	XY	18	1.05882352941176
KDM5D	ERR1019078	S_Mbuti-3	Africa	XY	17	1
EIF1AY	ERR1019078	S_Mbuti-3	Africa	XY	18	1.05882352941176
RPS4Y2	ERR1019078	S_Mbuti-3	Africa	XY	16	0.941176470588235
TSPY	ERR1019078	S_Mbuti-3	Africa	XY	525	30.8823529411765
VCY	ERR1019078	S_Mbuti-3	Africa	XY	19	1.11764705882353
XKRY	ERR1019078	S_Mbuti-3	Africa	XY	37	2.17647058823529
CDY	ERR1019078	S_Mbuti-3	Africa	XY	54	3.17647058823529
HSFY	ERR1019078	S_Mbuti-3	Africa	XY	35	2.05882352941176
RBMY1A1	ERR1019078	S_Mbuti-3	Africa	XY	120	7.05882352941176
PRY	ERR1019078	S_Mbuti-3	Africa	XY	61	3.58823529411765
BPY2	ERR1019078	S_Mbuti-3	Africa	XY	52	3.05882352941176
DAZ	ERR1019078	S_Mbuti-3	Africa	XY	68	4
chrY.background	ERR1019078	S_Mbuti-3	Africa	XY	17	1
TGIF2LY	ERR1025598	S_Atayal-1	EastAsia	XY	8	0.5
PCDH11Y	ERR1025598	S_Atayal-1	EastAsia	XY	9	0.5625
SRY	ERR1025598	S_Atayal-1	EastAsia	XY	16	1
RPS4Y1	ERR1025598	S_Atayal-1	EastAsia	XY	16	1
ZFY	ERR1025598	S_Atayal-1	EastAsia	XY	17	1.0625
AMELY	ERR1025598	S_Atayal-1	EastAsia	XY	16	1
TBL1Y	ERR1025598	S_Atayal-1	EastAsia	XY	16	1
PRKY	ERR1025598	S_Atayal-1	EastAsia	XY	15	0.9375
USP9Y	ERR1025598	S_Atayal-1	EastAsia	XY	17	1.0625
DBY	ERR1025598	S_Atayal-1	EastAsia	XY	17	1.0625
UTY	ERR1025598	S_Atayal-1	EastAsia	XY	18	1.125
TMSB4Y	ERR1025598	S_Atayal-1	EastAsia	XY	16	1
NLGN4Y	ERR1025598	S_Atayal-1	EastAsia	XY	17	1.0625
TXLNGY	ERR1025598	S_Atayal-1	EastAsia	XY	17	1.0625
KDM5D	ERR1025598	S_Atayal-1	EastAsia	XY	17	1.0625
EIF1AY	ERR1025598	S_Atayal-1	EastAsia	XY	18	1.125
RPS4Y2	ERR1025598	S_Atayal-1	EastAsia	XY	15	0.9375
TSPY	ERR1025598	S_Atayal-1	EastAsia	XY	331	20.6875
VCY	ERR1025598	S_Atayal-1	EastAsia	XY	20	1.25
XKRY	ERR1025598	S_Atayal-1	EastAsia	XY	33	2.0625
CDY	ERR1025598	S_Atayal-1	EastAsia	XY	54	3.375
HSFY	ERR1025598	S_Atayal-1	EastAsia	XY	34	2.125
RBMY1A1	ERR1025598	S_Atayal-1	EastAsia	XY	117	7.3125
PRY	ERR1025598	S_Atayal-1	EastAsia	XY	59	3.6875
BPY2	ERR1025598	S_Atayal-1	EastAsia	XY	49	3.0625
DAZ	ERR1025598	S_Atayal-1	EastAsia	XY	64	4
chrY.background	ERR1025598	S_Atayal-1	EastAsia	XY	16	1
TGIF2LY	ERR1025599	S_Chechen-1	WestEurasia	XY	9	0.45
PCDH11Y	ERR1025599	S_Chechen-1	WestEurasia	XY	11	0.55
SRY	ERR1025599	S_Chechen-1	WestEurasia	XY	21	1.05
RPS4Y1	ERR1025599	S_Chechen-1	WestEurasia	XY	19	0.95
ZFY	ERR1025599	S_Chechen-1	WestEurasia	XY	20	1
AMELY	ERR1025599	S_Chechen-1	WestEurasia	XY	20	1
TBL1Y	ERR1025599	S_Chechen-1	WestEurasia	XY	20	1
PRKY	ERR1025599	S_Chechen-1	WestEurasia	XY	19	0.95
USP9Y	ERR1025599	S_Chechen-1	WestEurasia	XY	21	1.05
DBY	ERR1025599	S_Chechen-1	WestEurasia	XY	22	1.1
UTY	ERR1025599	S_Chechen-1	WestEurasia	XY	21	1.05
TMSB4Y	ERR1025599	S_Chechen-1	WestEurasia	XY	20	1
NLGN4Y	ERR1025599	S_Chechen-1	WestEurasia	XY	20	1
TXLNGY	ERR1025599	S_Chechen-1	WestEurasia	XY	22	1.1
KDM5D	ERR1025599	S_Chechen-1	WestEurasia	XY	21	1.05
EIF1AY	ERR1025599	S_Chechen-1	WestEurasia	XY	22	1.1
RPS4Y2	ERR1025599	S_Chechen-1	WestEurasia	XY	19	0.95
TSPY	ERR1025599	S_Chechen-1	WestEurasia	XY	828	41.4
VCY	ERR1025599	S_Chechen-1	WestEurasia	XY	24	1.2
XKRY	ERR1025599	S_Chechen-1	WestEurasia	XY	42	2.1
CDY	ERR1025599	S_Chechen-1	WestEurasia	XY	67	3.35
HSFY	ERR1025599	S_Chechen-1	WestEurasia	XY	42	2.1
RBMY1A1	ERR1025599	S_Chechen-1	WestEurasia	XY	111	5.55
PRY	ERR1025599	S_Chechen-1	WestEurasia	XY	74	3.7
BPY2	ERR1025599	S_Chechen-1	WestEurasia	XY	60	3
DAZ	ERR1025599	S_Chechen-1	WestEurasia	XY	79	3.95
chrY.background	ERR1025599	S_Chechen-1	WestEurasia	XY	20	1
TGIF2LY	ERR1025601	S_Mozabite-1	Africa	XY	7	0.411764705882353
PCDH11Y	ERR1025601	S_Mozabite-1	Africa	XY	9	0.529411764705882
SRY	ERR1025601	S_Mozabite-1	Africa	XY	18	1.05882352941176
RPS4Y1	ERR1025601	S_Mozabite-1	Africa	XY	18	1.05882352941176
ZFY	ERR1025601	S_Mozabite-1	Africa	XY	19	1.11764705882353
AMELY	ERR1025601	S_Mozabite-1	Africa	XY	17	1
TBL1Y	ERR1025601	S_Mozabite-1	Africa	XY	17	1
PRKY	ERR1025601	S_Mozabite-1	Africa	XY	15	0.882352941176471
USP9Y	ERR1025601	S_Mozabite-1	Africa	XY	18	1.05882352941176
DBY	ERR1025601	S_Mozabite-1	Africa	XY	17	1
UTY	ERR1025601	S_Mozabite-1	Africa	XY	18	1.05882352941176
TMSB4Y	ERR1025601	S_Mozabite-1	Africa	XY	16	0.941176470588235
NLGN4Y	ERR1025601	S_Mozabite-1	Africa	XY	18	1.05882352941176
TXLNGY	ERR1025601	S_Mozabite-1	Africa	XY	18	1.05882352941176
KDM5D	ERR1025601	S_Mozabite-1	Africa	XY	18	1.05882352941176
EIF1AY	ERR1025601	S_Mozabite-1	Africa	XY	18	1.05882352941176
RPS4Y2	ERR1025601	S_Mozabite-1	Africa	XY	18	1.05882352941176
TSPY	ERR1025601	S_Mozabite-1	Africa	XY	392	23.0588235294118
VCY	ERR1025601	S_Mozabite-1	Africa	XY	22	1.29411764705882
XKRY	ERR1025601	S_Mozabite-1	Africa	XY	35	2.05882352941176
CDY	ERR1025601	S_Mozabite-1	Africa	XY	56	3.29411764705882
HSFY	ERR1025601	S_Mozabite-1	Africa	XY	35	2.05882352941176
RBMY1A1	ERR1025601	S_Mozabite-1	Africa	XY	109	6.41176470588235
PRY	ERR1025601	S_Mozabite-1	Africa	XY	61	3.58823529411765
BPY2	ERR1025601	S_Mozabite-1	Africa	XY	51	3
DAZ	ERR1025601	S_Mozabite-1	Africa	XY	66	3.88235294117647
chrY.background	ERR1025601	S_Mozabite-1	Africa	XY	17	1
TGIF2LY	ERR1025603	S_Pima-1	America	XY	9	0.473684210526316
PCDH11Y	ERR1025603	S_Pima-1	America	XY	10	0.526315789473684
SRY	ERR1025603	S_Pima-1	America	XY	22	1.15789473684211
RPS4Y1	ERR1025603	S_Pima-1	America	XY	21	1.10526315789474
ZFY	ERR1025603	S_Pima-1	America	XY	22	1.15789473684211
AMELY	ERR1025603	S_Pima-1	America	XY	19	1
TBL1Y	ERR1025603	S_Pima-1	America	XY	19	1
PRKY	ERR1025603	S_Pima-1	America	XY	18	0.947368421052632
USP9Y	ERR1025603	S_Pima-1	America	XY	22	1.15789473684211
DBY	ERR1025603	S_Pima-1	America	XY	21	1.10526315789474
UTY	ERR1025603	S_Pima-1	America	XY	22	1.15789473684211
TMSB4Y	ERR1025603	S_Pima-1	America	XY	20	1.05263157894737
NLGN4Y	ERR1025603	S_Pima-1	America	XY	20	1.05263157894737
TXLNGY	ERR1025603	S_Pima-1	America	XY	20	1.05263157894737
KDM5D	ERR1025603	S_Pima-1	America	XY	20	1.05263157894737
EIF1AY	ERR1025603	S_Pima-1	America	XY	21	1.10526315789474
RPS4Y2	ERR1025603	S_Pima-1	America	XY	19	1
TSPY	ERR1025603	S_Pima-1	America	XY	495	26.0526315789474
VCY	ERR1025603	S_Pima-1	America	XY	24	1.26315789473684
XKRY	ERR1025603	S_Pima-1	America	XY	38	2
CDY	ERR1025603	S_Pima-1	America	XY	61	3.21052631578947
HSFY	ERR1025603	S_Pima-1	America	XY	40	2.10526315789474
RBMY1A1	ERR1025603	S_Pima-1	America	XY	126	6.63157894736842
PRY	ERR1025603	S_Pima-1	America	XY	72	3.78947368421053
BPY2	ERR1025603	S_Pima-1	America	XY	58	3.05263157894737
DAZ	ERR1025603	S_Pima-1	America	XY	75	3.94736842105263
chrY.background	ERR1025603	S_Pima-1	America	XY	19	1
TGIF2LY	ERR1025605	S_Russian-1	WestEurasia	XY	8	0.5
PCDH11Y	ERR1025605	S_Russian-1	WestEurasia	XY	8	0.5
SRY	ERR1025605	S_Russian-1	WestEurasia	XY	17	1.0625
RPS4Y1	ERR1025605	S_Russian-1	WestEurasia	XY	16	1
ZFY	ERR1025605	S_Russian-1	WestEurasia	XY	18	1.125
AMELY	ERR1025605	S_Russian-1	WestEurasia	XY	16	1
TBL1Y	ERR1025605	S_Russian-1	WestEurasia	XY	15	0.9375
PRKY	ERR1025605	S_Russian-1	WestEurasia	XY	14	0.875
USP9Y	ERR1025605	S_Russian-1	WestEurasia	XY	18	1.125
DBY	ERR1025605	S_Russian-1	WestEurasia	XY	18	1.125
UTY	ERR1025605	S_Russian-1	WestEurasia	XY	18	1.125
TMSB4Y	ERR1025605	S_Russian-1	WestEurasia	XY	16	1
NLGN4Y	ERR1025605	S_Russian-1	WestEurasia	XY	17	1.0625
TXLNGY	ERR1025605	S_Russian-1	WestEurasia	XY	18	1.125
KDM5D	ERR1025605	S_Russian-1	WestEurasia	XY	17	1.0625
EIF1AY	ERR1025605	S_Russian-1	WestEurasia	XY	17	1.0625
RPS4Y2	ERR1025605	S_Russian-1	WestEurasia	XY	16	1
TSPY	ERR1025605	S_Russian-1	WestEurasia	XY	307	19.1875
VCY	ERR1025605	S_Russian-1	WestEurasia	XY	17	1.0625
XKRY	ERR1025605	S_Russian-1	WestEurasia	XY	32	2
CDY	ERR1025605	S_Russian-1	WestEurasia	XY	50	3.125
HSFY	ERR1025605	S_Russian-1	WestEurasia	XY	32	2
RBMY1A1	ERR1025605	S_Russian-1	WestEurasia	XY	109	6.8125
PRY	ERR1025605	S_Russian-1	WestEurasia	XY	55	3.4375
BPY2	ERR1025605	S_Russian-1	WestEurasia	XY	48	3
DAZ	ERR1025605	S_Russian-1	WestEurasia	XY	62	3.875
chrY.background	ERR1025605	S_Russian-1	WestEurasia	XY	16	1
TGIF2LY	ERR1025608	S_Abkhasian-1	WestEurasia	XY	10	0.588235294117647
PCDH11Y	ERR1025608	S_Abkhasian-1	WestEurasia	XY	9	0.529411764705882
SRY	ERR1025608	S_Abkhasian-1	WestEurasia	XY	19	1.11764705882353
RPS4Y1	ERR1025608	S_Abkhasian-1	WestEurasia	XY	17	1
ZFY	ERR1025608	S_Abkhasian-1	WestEurasia	XY	18	1.05882352941176
AMELY	ERR1025608	S_Abkhasian-1	WestEurasia	XY	18	1.05882352941176
TBL1Y	ERR1025608	S_Abkhasian-1	WestEurasia	XY	17	1
PRKY	ERR1025608	S_Abkhasian-1	WestEurasia	XY	16	0.941176470588235
USP9Y	ERR1025608	S_Abkhasian-1	WestEurasia	XY	18	1.05882352941176
DBY	ERR1025608	S_Abkhasian-1	WestEurasia	XY	18	1.05882352941176
UTY	ERR1025608	S_Abkhasian-1	WestEurasia	XY	18	1.05882352941176
TMSB4Y	ERR1025608	S_Abkhasian-1	WestEurasia	XY	16	0.941176470588235
NLGN4Y	ERR1025608	S_Abkhasian-1	WestEurasia	XY	18	1.05882352941176
TXLNGY	ERR1025608	S_Abkhasian-1	WestEurasia	XY	18	1.05882352941176
KDM5D	ERR1025608	S_Abkhasian-1	WestEurasia	XY	18	1.05882352941176
EIF1AY	ERR1025608	S_Abkhasian-1	WestEurasia	XY	17	1
RPS4Y2	ERR1025608	S_Abkhasian-1	WestEurasia	XY	17	1
TSPY	ERR1025608	S_Abkhasian-1	WestEurasia	XY	554	32.5882352941176
VCY	ERR1025608	S_Abkhasian-1	WestEurasia	XY	18	1.05882352941176
XKRY	ERR1025608	S_Abkhasian-1	WestEurasia	XY	35	2.05882352941176
CDY	ERR1025608	S_Abkhasian-1	WestEurasia	XY	40	2.35294117647059
HSFY	ERR1025608	S_Abkhasian-1	WestEurasia	XY	37	2.17647058823529
RBMY1A1	ERR1025608	S_Abkhasian-1	WestEurasia	XY	129	7.58823529411765
PRY	ERR1025608	S_Abkhasian-1	WestEurasia	XY	49	2.88235294117647
BPY2	ERR1025608	S_Abkhasian-1	WestEurasia	XY	36	2.11764705882353
DAZ	ERR1025608	S_Abkhasian-1	WestEurasia	XY	34	2
chrY.background	ERR1025608	S_Abkhasian-1	WestEurasia	XY	17	1
TGIF2LY	ERR1025609	S_Abkhasian-2	WestEurasia	XY	7	0.388888888888889
PCDH11Y	ERR1025609	S_Abkhasian-2	WestEurasia	XY	10	0.555555555555556
SRY	ERR1025609	S_Abkhasian-2	WestEurasia	XY	18	1
RPS4Y1	ERR1025609	S_Abkhasian-2	WestEurasia	XY	17	0.944444444444444
ZFY	ERR1025609	S_Abkhasian-2	WestEurasia	XY	18	1
AMELY	ERR1025609	S_Abkhasian-2	WestEurasia	XY	18	1
TBL1Y	ERR1025609	S_Abkhasian-2	WestEurasia	XY	17	0.944444444444444
